"time","Well","OD600","Strain","Mutant"
600,"C5",0.63,"Strain_C","Knock-OUT (-)"
600,"C6",0.124,"Strain_C","Knock-OUT (-)"
600,"C7",0.725,"Strain_C","Knock-IN (+)"
600,"C8",1.014,"Strain_C","Knock-IN (+)"
600,"C9",0.783,"Strain_C","Knock-IN (+)"
600,"C10",0.592,"Strain_C","Knock-IN (+)"
600,"C11",1.001,"Strain_C","Knock-IN (+)"
600,"C12",1.015,"Strain_C","Knock-IN (+)"
615,"A1",1.042,"Strain_A","Knock-OUT (-)"
615,"A2",0.667,"Strain_A","Knock-OUT (-)"
615,"A3",0.986,"Strain_A","Knock-OUT (-)"
615,"A4",0.27,"Strain_A","Knock-OUT (-)"
615,"A5",0.946,"Strain_A","Knock-OUT (-)"
615,"A6",1.003,"Strain_A","Knock-OUT (-)"
615,"A7",0.947,"Strain_A","Knock-IN (+)"
615,"A8",0.998,"Strain_A","Knock-IN (+)"
615,"A9",1.003,"Strain_A","Knock-IN (+)"
615,"A10",0.986,"Strain_A","Knock-IN (+)"
615,"A11",1.038,"Strain_A","Knock-IN (+)"
615,"A12",1.052,"Strain_A","Knock-IN (+)"
615,"B1",0.144,"Strain_B","Knock-OUT (-)"
615,"B2",0.975,"Strain_B","Knock-OUT (-)"
615,"B3",0.392,"Strain_B","Knock-OUT (-)"
615,"B4",1.059,"Strain_B","Knock-OUT (-)"
615,"B5",1.041,"Strain_B","Knock-OUT (-)"
615,"B6",0.981,"Strain_B","Knock-OUT (-)"
615,"B7",0.758,"Strain_B","Knock-IN (+)"
615,"B8",1.02,"Strain_B","Knock-IN (+)"
615,"B9",0.979,"Strain_B","Knock-IN (+)"
615,"B10",0.99,"Strain_B","Knock-IN (+)"
615,"B11",1.043,"Strain_B","Knock-IN (+)"
615,"B12",1.005,"Strain_B","Knock-IN (+)"
615,"C1",0.111,"Strain_C","Knock-OUT (-)"
615,"C2",0.957,"Strain_C","Knock-OUT (-)"
615,"C3",1.021,"Strain_C","Knock-OUT (-)"
615,"C4",0.111,"Strain_C","Knock-OUT (-)"
615,"C5",0.667,"Strain_C","Knock-OUT (-)"
615,"C6",0.138,"Strain_C","Knock-OUT (-)"
615,"C7",0.758,"Strain_C","Knock-IN (+)"
615,"C8",1.02,"Strain_C","Knock-IN (+)"
615,"C9",0.812,"Strain_C","Knock-IN (+)"
615,"C10",0.631,"Strain_C","Knock-IN (+)"
615,"C11",1.005,"Strain_C","Knock-IN (+)"
615,"C12",1.021,"Strain_C","Knock-IN (+)"
630,"A1",1.052,"Strain_A","Knock-OUT (-)"
630,"A2",0.702,"Strain_A","Knock-OUT (-)"
630,"A3",0.991,"Strain_A","Knock-OUT (-)"
630,"A4",0.298,"Strain_A","Knock-OUT (-)"
630,"A5",0.956,"Strain_A","Knock-OUT (-)"
630,"A6",1.008,"Strain_A","Knock-OUT (-)"
630,"A7",0.957,"Strain_A","Knock-IN (+)"
630,"A8",1.002,"Strain_A","Knock-IN (+)"
630,"A9",1.008,"Strain_A","Knock-IN (+)"
630,"A10",0.991,"Strain_A","Knock-IN (+)"
630,"A11",1.048,"Strain_A","Knock-IN (+)"
630,"A12",1.064,"Strain_A","Knock-IN (+)"
630,"B1",0.161,"Strain_B","Knock-OUT (-)"
630,"B2",0.981,"Strain_B","Knock-OUT (-)"
630,"B3",0.427,"Strain_B","Knock-OUT (-)"
630,"B4",1.071,"Strain_B","Knock-OUT (-)"
630,"B5",1.05,"Strain_B","Knock-OUT (-)"
630,"B6",0.986,"Strain_B","Knock-OUT (-)"
630,"B7",0.788,"Strain_B","Knock-IN (+)"
630,"B8",1.026,"Strain_B","Knock-IN (+)"
630,"B9",0.985,"Strain_B","Knock-IN (+)"
630,"B10",0.995,"Strain_B","Knock-IN (+)"
630,"B11",1.053,"Strain_B","Knock-IN (+)"
630,"B12",1.01,"Strain_B","Knock-IN (+)"
630,"C1",0.123,"Strain_C","Knock-OUT (-)"
630,"C2",0.966,"Strain_C","Knock-OUT (-)"
630,"C3",1.028,"Strain_C","Knock-OUT (-)"
630,"C4",0.123,"Strain_C","Knock-OUT (-)"
630,"C5",0.702,"Strain_C","Knock-OUT (-)"
630,"C6",0.154,"Strain_C","Knock-OUT (-)"
630,"C7",0.788,"Strain_C","Knock-IN (+)"
630,"C8",1.026,"Strain_C","Knock-IN (+)"
630,"C9",0.838,"Strain_C","Knock-IN (+)"
630,"C10",0.667,"Strain_C","Knock-IN (+)"
630,"C11",1.01,"Strain_C","Knock-IN (+)"
630,"C12",1.028,"Strain_C","Knock-IN (+)"
645,"A1",1.063,"Strain_A","Knock-OUT (-)"
645,"A2",0.735,"Strain_A","Knock-OUT (-)"
645,"A3",0.995,"Strain_A","Knock-OUT (-)"
645,"A4",0.327,"Strain_A","Knock-OUT (-)"
645,"A5",0.965,"Strain_A","Knock-OUT (-)"
645,"A6",1.012,"Strain_A","Knock-OUT (-)"
645,"A7",0.966,"Strain_A","Knock-IN (+)"
645,"A8",1.006,"Strain_A","Knock-IN (+)"
645,"A9",1.012,"Strain_A","Knock-IN (+)"
645,"A10",0.995,"Strain_A","Knock-IN (+)"
645,"A11",1.058,"Strain_A","Knock-IN (+)"
645,"A12",1.076,"Strain_A","Knock-IN (+)"
645,"B1",0.178,"Strain_B","Knock-OUT (-)"
645,"B2",0.986,"Strain_B","Knock-OUT (-)"
645,"B3",0.462,"Strain_B","Knock-OUT (-)"
645,"B4",1.084,"Strain_B","Knock-OUT (-)"
645,"B5",1.061,"Strain_B","Knock-OUT (-)"
645,"B6",0.991,"Strain_B","Knock-OUT (-)"
645,"B7",0.815,"Strain_B","Knock-IN (+)"
645,"B8",1.033,"Strain_B","Knock-IN (+)"
645,"B9",0.99,"Strain_B","Knock-IN (+)"
645,"B10",0.999,"Strain_B","Knock-IN (+)"
645,"B11",1.064,"Strain_B","Knock-IN (+)"
645,"B12",1.014,"Strain_B","Knock-IN (+)"
645,"C1",0.137,"Strain_C","Knock-OUT (-)"
645,"C2",0.973,"Strain_C","Knock-OUT (-)"
645,"C3",1.035,"Strain_C","Knock-OUT (-)"
645,"C4",0.137,"Strain_C","Knock-OUT (-)"
645,"C5",0.735,"Strain_C","Knock-OUT (-)"
645,"C6",0.171,"Strain_C","Knock-OUT (-)"
645,"C7",0.815,"Strain_C","Knock-IN (+)"
645,"C8",1.033,"Strain_C","Knock-IN (+)"
645,"C9",0.861,"Strain_C","Knock-IN (+)"
645,"C10",0.702,"Strain_C","Knock-IN (+)"
645,"C11",1.014,"Strain_C","Knock-IN (+)"
645,"C12",1.035,"Strain_C","Knock-IN (+)"
660,"A1",1.075,"Strain_A","Knock-OUT (-)"
660,"A2",0.765,"Strain_A","Knock-OUT (-)"
660,"A3",0.999,"Strain_A","Knock-OUT (-)"
660,"A4",0.357,"Strain_A","Knock-OUT (-)"
660,"A5",0.972,"Strain_A","Knock-OUT (-)"
660,"A6",1.017,"Strain_A","Knock-OUT (-)"
660,"A7",0.973,"Strain_A","Knock-IN (+)"
660,"A8",1.011,"Strain_A","Knock-IN (+)"
660,"A9",1.017,"Strain_A","Knock-IN (+)"
660,"A10",0.999,"Strain_A","Knock-IN (+)"
660,"A11",1.069,"Strain_A","Knock-IN (+)"
660,"A12",1.089,"Strain_A","Knock-IN (+)"
660,"B1",0.197,"Strain_B","Knock-OUT (-)"
660,"B2",0.991,"Strain_B","Knock-OUT (-)"
660,"B3",0.497,"Strain_B","Knock-OUT (-)"
660,"B4",1.097,"Strain_B","Knock-OUT (-)"
660,"B5",1.073,"Strain_B","Knock-OUT (-)"
660,"B6",0.996,"Strain_B","Knock-OUT (-)"
660,"B7",0.839,"Strain_B","Knock-IN (+)"
660,"B8",1.041,"Strain_B","Knock-IN (+)"
660,"B9",0.994,"Strain_B","Knock-IN (+)"
660,"B10",1.003,"Strain_B","Knock-IN (+)"
660,"B11",1.076,"Strain_B","Knock-IN (+)"
660,"B12",1.02,"Strain_B","Knock-IN (+)"
660,"C1",0.152,"Strain_C","Knock-OUT (-)"
660,"C2",0.979,"Strain_C","Knock-OUT (-)"
660,"C3",1.043,"Strain_C","Knock-OUT (-)"
660,"C4",0.152,"Strain_C","Knock-OUT (-)"
660,"C5",0.765,"Strain_C","Knock-OUT (-)"
660,"C6",0.189,"Strain_C","Knock-OUT (-)"
660,"C7",0.839,"Strain_C","Knock-IN (+)"
660,"C8",1.041,"Strain_C","Knock-IN (+)"
660,"C9",0.881,"Strain_C","Knock-IN (+)"
660,"C10",0.733,"Strain_C","Knock-IN (+)"
660,"C11",1.02,"Strain_C","Knock-IN (+)"
660,"C12",1.043,"Strain_C","Knock-IN (+)"
675,"A1",1.088,"Strain_A","Knock-OUT (-)"
675,"A2",0.792,"Strain_A","Knock-OUT (-)"
675,"A3",1.003,"Strain_A","Knock-OUT (-)"
675,"A4",0.387,"Strain_A","Knock-OUT (-)"
675,"A5",0.978,"Strain_A","Knock-OUT (-)"
675,"A6",1.023,"Strain_A","Knock-OUT (-)"
675,"A7",0.979,"Strain_A","Knock-IN (+)"
675,"A8",1.015,"Strain_A","Knock-IN (+)"
675,"A9",1.023,"Strain_A","Knock-IN (+)"
675,"A10",1.003,"Strain_A","Knock-IN (+)"
675,"A11",1.082,"Strain_A","Knock-IN (+)"
675,"A12",1.103,"Strain_A","Knock-IN (+)"
675,"B1",0.217,"Strain_B","Knock-OUT (-)"
675,"B2",0.995,"Strain_B","Knock-OUT (-)"
675,"B3",0.532,"Strain_B","Knock-OUT (-)"
675,"B4",1.111,"Strain_B","Knock-OUT (-)"
675,"B5",1.085,"Strain_B","Knock-OUT (-)"
675,"B6",1,"Strain_B","Knock-OUT (-)"
675,"B7",0.861,"Strain_B","Knock-IN (+)"
675,"B8",1.05,"Strain_B","Knock-IN (+)"
675,"B9",0.998,"Strain_B","Knock-IN (+)"
675,"B10",1.007,"Strain_B","Knock-IN (+)"
675,"B11",1.089,"Strain_B","Knock-IN (+)"
675,"B12",1.025,"Strain_B","Knock-IN (+)"
675,"C1",0.167,"Strain_C","Knock-OUT (-)"
675,"C2",0.985,"Strain_C","Knock-OUT (-)"
675,"C3",1.052,"Strain_C","Knock-OUT (-)"
675,"C4",0.167,"Strain_C","Knock-OUT (-)"
675,"C5",0.792,"Strain_C","Knock-OUT (-)"
675,"C6",0.208,"Strain_C","Knock-OUT (-)"
675,"C7",0.861,"Strain_C","Knock-IN (+)"
675,"C8",1.05,"Strain_C","Knock-IN (+)"
675,"C9",0.898,"Strain_C","Knock-IN (+)"
675,"C10",0.763,"Strain_C","Knock-IN (+)"
675,"C11",1.025,"Strain_C","Knock-IN (+)"
675,"C12",1.052,"Strain_C","Knock-IN (+)"
690,"A1",1.101,"Strain_A","Knock-OUT (-)"
690,"A2",0.817,"Strain_A","Knock-OUT (-)"
690,"A3",1.007,"Strain_A","Knock-OUT (-)"
690,"A4",0.419,"Strain_A","Knock-OUT (-)"
690,"A5",0.983,"Strain_A","Knock-OUT (-)"
690,"A6",1.029,"Strain_A","Knock-OUT (-)"
690,"A7",0.984,"Strain_A","Knock-IN (+)"
690,"A8",1.021,"Strain_A","Knock-IN (+)"
690,"A9",1.029,"Strain_A","Knock-IN (+)"
690,"A10",1.007,"Strain_A","Knock-IN (+)"
690,"A11",1.094,"Strain_A","Knock-IN (+)"
690,"A12",1.116,"Strain_A","Knock-IN (+)"
690,"B1",0.238,"Strain_B","Knock-OUT (-)"
690,"B2",0.999,"Strain_B","Knock-OUT (-)"
690,"B3",0.566,"Strain_B","Knock-OUT (-)"
690,"B4",1.124,"Strain_B","Knock-OUT (-)"
690,"B5",1.098,"Strain_B","Knock-OUT (-)"
690,"B6",1.004,"Strain_B","Knock-OUT (-)"
690,"B7",0.88,"Strain_B","Knock-IN (+)"
690,"B8",1.06,"Strain_B","Knock-IN (+)"
690,"B9",1.002,"Strain_B","Knock-IN (+)"
690,"B10",1.011,"Strain_B","Knock-IN (+)"
690,"B11",1.102,"Strain_B","Knock-IN (+)"
690,"B12",1.032,"Strain_B","Knock-IN (+)"
690,"C1",0.184,"Strain_C","Knock-OUT (-)"
690,"C2",0.989,"Strain_C","Knock-OUT (-)"
690,"C3",1.063,"Strain_C","Knock-OUT (-)"
690,"C4",0.184,"Strain_C","Knock-OUT (-)"
690,"C5",0.817,"Strain_C","Knock-OUT (-)"
690,"C6",0.229,"Strain_C","Knock-OUT (-)"
690,"C7",0.88,"Strain_C","Knock-IN (+)"
690,"C8",1.06,"Strain_C","Knock-IN (+)"
690,"C9",0.913,"Strain_C","Knock-IN (+)"
690,"C10",0.789,"Strain_C","Knock-IN (+)"
690,"C11",1.032,"Strain_C","Knock-IN (+)"
690,"C12",1.063,"Strain_C","Knock-IN (+)"
705,"A1",1.114,"Strain_A","Knock-OUT (-)"
705,"A2",0.839,"Strain_A","Knock-OUT (-)"
705,"A3",1.012,"Strain_A","Knock-OUT (-)"
705,"A4",0.45,"Strain_A","Knock-OUT (-)"
705,"A5",0.988,"Strain_A","Knock-OUT (-)"
705,"A6",1.036,"Strain_A","Knock-OUT (-)"
705,"A7",0.989,"Strain_A","Knock-IN (+)"
705,"A8",1.026,"Strain_A","Knock-IN (+)"
705,"A9",1.036,"Strain_A","Knock-IN (+)"
705,"A10",1.012,"Strain_A","Knock-IN (+)"
705,"A11",1.107,"Strain_A","Knock-IN (+)"
705,"A12",1.129,"Strain_A","Knock-IN (+)"
705,"B1",0.26,"Strain_B","Knock-OUT (-)"
705,"B2",1.003,"Strain_B","Knock-OUT (-)"
705,"B3",0.599,"Strain_B","Knock-OUT (-)"
705,"B4",1.137,"Strain_B","Knock-OUT (-)"
705,"B5",1.111,"Strain_B","Knock-OUT (-)"
705,"B6",1.008,"Strain_B","Knock-OUT (-)"
705,"B7",0.896,"Strain_B","Knock-IN (+)"
705,"B8",1.071,"Strain_B","Knock-IN (+)"
705,"B9",1.006,"Strain_B","Knock-IN (+)"
705,"B10",1.016,"Strain_B","Knock-IN (+)"
705,"B11",1.115,"Strain_B","Knock-IN (+)"
705,"B12",1.039,"Strain_B","Knock-IN (+)"
705,"C1",0.202,"Strain_C","Knock-OUT (-)"
705,"C2",0.993,"Strain_C","Knock-OUT (-)"
705,"C3",1.073,"Strain_C","Knock-OUT (-)"
705,"C4",0.202,"Strain_C","Knock-OUT (-)"
705,"C5",0.839,"Strain_C","Knock-OUT (-)"
705,"C6",0.25,"Strain_C","Knock-OUT (-)"
705,"C7",0.896,"Strain_C","Knock-IN (+)"
705,"C8",1.071,"Strain_C","Knock-IN (+)"
705,"C9",0.926,"Strain_C","Knock-IN (+)"
705,"C10",0.814,"Strain_C","Knock-IN (+)"
705,"C11",1.039,"Strain_C","Knock-IN (+)"
705,"C12",1.073,"Strain_C","Knock-IN (+)"
720,"A1",1.126,"Strain_A","Knock-OUT (-)"
720,"A2",0.859,"Strain_A","Knock-OUT (-)"
720,"A3",1.016,"Strain_A","Knock-OUT (-)"
720,"A4",0.481,"Strain_A","Knock-OUT (-)"
720,"A5",0.992,"Strain_A","Knock-OUT (-)"
720,"A6",1.043,"Strain_A","Knock-OUT (-)"
720,"A7",0.993,"Strain_A","Knock-IN (+)"
720,"A8",1.033,"Strain_A","Knock-IN (+)"
720,"A9",1.043,"Strain_A","Knock-IN (+)"
720,"A10",1.016,"Strain_A","Knock-IN (+)"
720,"A11",1.12,"Strain_A","Knock-IN (+)"
720,"A12",1.141,"Strain_A","Knock-IN (+)"
720,"B1",0.283,"Strain_B","Knock-OUT (-)"
720,"B2",1.007,"Strain_B","Knock-OUT (-)"
720,"B3",0.63,"Strain_B","Knock-OUT (-)"
720,"B4",1.148,"Strain_B","Knock-OUT (-)"
720,"B5",1.123,"Strain_B","Knock-OUT (-)"
720,"B6",1.012,"Strain_B","Knock-OUT (-)"
720,"B7",0.911,"Strain_B","Knock-IN (+)"
720,"B8",1.082,"Strain_B","Knock-IN (+)"
720,"B9",1.011,"Strain_B","Knock-IN (+)"
720,"B10",1.021,"Strain_B","Knock-IN (+)"
720,"B11",1.127,"Strain_B","Knock-IN (+)"
720,"B12",1.047,"Strain_B","Knock-IN (+)"
720,"C1",0.221,"Strain_C","Knock-OUT (-)"
720,"C2",0.997,"Strain_C","Knock-OUT (-)"
720,"C3",1.085,"Strain_C","Knock-OUT (-)"
720,"C4",0.221,"Strain_C","Knock-OUT (-)"
720,"C5",0.859,"Strain_C","Knock-OUT (-)"
720,"C6",0.272,"Strain_C","Knock-OUT (-)"
720,"C7",0.911,"Strain_C","Knock-IN (+)"
720,"C8",1.082,"Strain_C","Knock-IN (+)"
720,"C9",0.937,"Strain_C","Knock-IN (+)"
720,"C10",0.836,"Strain_C","Knock-IN (+)"
720,"C11",1.047,"Strain_C","Knock-IN (+)"
720,"C12",1.085,"Strain_C","Knock-IN (+)"
735,"A1",1.138,"Strain_A","Knock-OUT (-)"
735,"A2",0.877,"Strain_A","Knock-OUT (-)"
735,"A3",1.022,"Strain_A","Knock-OUT (-)"
735,"A4",0.512,"Strain_A","Knock-OUT (-)"
735,"A5",0.996,"Strain_A","Knock-OUT (-)"
735,"A6",1.051,"Strain_A","Knock-OUT (-)"
735,"A7",0.997,"Strain_A","Knock-IN (+)"
735,"A8",1.04,"Strain_A","Knock-IN (+)"
735,"A9",1.051,"Strain_A","Knock-IN (+)"
735,"A10",1.022,"Strain_A","Knock-IN (+)"
735,"A11",1.132,"Strain_A","Knock-IN (+)"
735,"A12",1.152,"Strain_A","Knock-IN (+)"
735,"B1",0.307,"Strain_B","Knock-OUT (-)"
735,"B2",1.012,"Strain_B","Knock-OUT (-)"
735,"B3",0.66,"Strain_B","Knock-OUT (-)"
735,"B4",1.158,"Strain_B","Knock-OUT (-)"
735,"B5",1.135,"Strain_B","Knock-OUT (-)"
735,"B6",1.017,"Strain_B","Knock-OUT (-)"
735,"B7",0.924,"Strain_B","Knock-IN (+)"
735,"B8",1.094,"Strain_B","Knock-IN (+)"
735,"B9",1.015,"Strain_B","Knock-IN (+)"
735,"B10",1.027,"Strain_B","Knock-IN (+)"
735,"B11",1.139,"Strain_B","Knock-IN (+)"
735,"B12",1.056,"Strain_B","Knock-IN (+)"
735,"C1",0.24,"Strain_C","Knock-OUT (-)"
735,"C2",1.001,"Strain_C","Knock-OUT (-)"
735,"C3",1.097,"Strain_C","Knock-OUT (-)"
735,"C4",0.24,"Strain_C","Knock-OUT (-)"
735,"C5",0.877,"Strain_C","Knock-OUT (-)"
735,"C6",0.296,"Strain_C","Knock-OUT (-)"
735,"C7",0.924,"Strain_C","Knock-IN (+)"
735,"C8",1.094,"Strain_C","Knock-IN (+)"
735,"C9",0.947,"Strain_C","Knock-IN (+)"
735,"C10",0.855,"Strain_C","Knock-IN (+)"
735,"C11",1.056,"Strain_C","Knock-IN (+)"
735,"C12",1.097,"Strain_C","Knock-IN (+)"
750,"A1",1.149,"Strain_A","Knock-OUT (-)"
750,"A2",0.893,"Strain_A","Knock-OUT (-)"
750,"A3",1.027,"Strain_A","Knock-OUT (-)"
750,"A4",0.543,"Strain_A","Knock-OUT (-)"
750,"A5",1,"Strain_A","Knock-OUT (-)"
750,"A6",1.061,"Strain_A","Knock-OUT (-)"
750,"A7",1.001,"Strain_A","Knock-IN (+)"
750,"A8",1.047,"Strain_A","Knock-IN (+)"
750,"A9",1.061,"Strain_A","Knock-IN (+)"
750,"A10",1.027,"Strain_A","Knock-IN (+)"
750,"A11",1.143,"Strain_A","Knock-IN (+)"
750,"A12",1.161,"Strain_A","Knock-IN (+)"
750,"B1",0.332,"Strain_B","Knock-OUT (-)"
750,"B2",1.016,"Strain_B","Knock-OUT (-)"
750,"B3",0.689,"Strain_B","Knock-OUT (-)"
750,"B4",1.167,"Strain_B","Knock-OUT (-)"
750,"B5",1.146,"Strain_B","Knock-OUT (-)"
750,"B6",1.022,"Strain_B","Knock-OUT (-)"
750,"B7",0.935,"Strain_B","Knock-IN (+)"
750,"B8",1.106,"Strain_B","Knock-IN (+)"
750,"B9",1.02,"Strain_B","Knock-IN (+)"
750,"B10",1.033,"Strain_B","Knock-IN (+)"
750,"B11",1.15,"Strain_B","Knock-IN (+)"
750,"B12",1.066,"Strain_B","Knock-IN (+)"
750,"C1",0.261,"Strain_C","Knock-OUT (-)"
750,"C2",1.005,"Strain_C","Knock-OUT (-)"
750,"C3",1.109,"Strain_C","Knock-OUT (-)"
750,"C4",0.261,"Strain_C","Knock-OUT (-)"
750,"C5",0.893,"Strain_C","Knock-OUT (-)"
750,"C6",0.319,"Strain_C","Knock-OUT (-)"
750,"C7",0.935,"Strain_C","Knock-IN (+)"
750,"C8",1.106,"Strain_C","Knock-IN (+)"
750,"C9",0.955,"Strain_C","Knock-IN (+)"
750,"C10",0.873,"Strain_C","Knock-IN (+)"
750,"C11",1.066,"Strain_C","Knock-IN (+)"
750,"C12",1.109,"Strain_C","Knock-IN (+)"
765,"A1",1.159,"Strain_A","Knock-OUT (-)"
765,"A2",0.907,"Strain_A","Knock-OUT (-)"
765,"A3",1.033,"Strain_A","Knock-OUT (-)"
765,"A4",0.573,"Strain_A","Knock-OUT (-)"
765,"A5",1.004,"Strain_A","Knock-OUT (-)"
765,"A6",1.07,"Strain_A","Knock-OUT (-)"
765,"A7",1.005,"Strain_A","Knock-IN (+)"
765,"A8",1.056,"Strain_A","Knock-IN (+)"
765,"A9",1.07,"Strain_A","Knock-IN (+)"
765,"A10",1.033,"Strain_A","Knock-IN (+)"
765,"A11",1.153,"Strain_A","Knock-IN (+)"
765,"A12",1.17,"Strain_A","Knock-IN (+)"
765,"B1",0.357,"Strain_B","Knock-OUT (-)"
765,"B2",1.021,"Strain_B","Knock-OUT (-)"
765,"B3",0.716,"Strain_B","Knock-OUT (-)"
765,"B4",1.175,"Strain_B","Knock-OUT (-)"
765,"B5",1.156,"Strain_B","Knock-OUT (-)"
765,"B6",1.027,"Strain_B","Knock-OUT (-)"
765,"B7",0.944,"Strain_B","Knock-IN (+)"
765,"B8",1.118,"Strain_B","Knock-IN (+)"
765,"B9",1.025,"Strain_B","Knock-IN (+)"
765,"B10",1.04,"Strain_B","Knock-IN (+)"
765,"B11",1.159,"Strain_B","Knock-IN (+)"
765,"B12",1.076,"Strain_B","Knock-IN (+)"
765,"C1",0.282,"Strain_C","Knock-OUT (-)"
765,"C2",1.009,"Strain_C","Knock-OUT (-)"
765,"C3",1.121,"Strain_C","Knock-OUT (-)"
765,"C4",0.282,"Strain_C","Knock-OUT (-)"
765,"C5",0.907,"Strain_C","Knock-OUT (-)"
765,"C6",0.344,"Strain_C","Knock-OUT (-)"
765,"C7",0.944,"Strain_C","Knock-IN (+)"
765,"C8",1.118,"Strain_C","Knock-IN (+)"
765,"C9",0.963,"Strain_C","Knock-IN (+)"
765,"C10",0.889,"Strain_C","Knock-IN (+)"
765,"C11",1.076,"Strain_C","Knock-IN (+)"
765,"C12",1.121,"Strain_C","Knock-IN (+)"
780,"A1",1.167,"Strain_A","Knock-OUT (-)"
780,"A2",0.919,"Strain_A","Knock-OUT (-)"
780,"A3",1.04,"Strain_A","Knock-OUT (-)"
780,"A4",0.602,"Strain_A","Knock-OUT (-)"
780,"A5",1.008,"Strain_A","Knock-OUT (-)"
780,"A6",1.08,"Strain_A","Knock-OUT (-)"
780,"A7",1.008,"Strain_A","Knock-IN (+)"
780,"A8",1.065,"Strain_A","Knock-IN (+)"
780,"A9",1.08,"Strain_A","Knock-IN (+)"
780,"A10",1.04,"Strain_A","Knock-IN (+)"
780,"A11",1.163,"Strain_A","Knock-IN (+)"
780,"A12",1.177,"Strain_A","Knock-IN (+)"
780,"B1",0.383,"Strain_B","Knock-OUT (-)"
780,"B2",1.026,"Strain_B","Knock-OUT (-)"
780,"B3",0.742,"Strain_B","Knock-OUT (-)"
780,"B4",1.181,"Strain_B","Knock-OUT (-)"
780,"B5",1.165,"Strain_B","Knock-OUT (-)"
780,"B6",1.033,"Strain_B","Knock-OUT (-)"
780,"B7",0.952,"Strain_B","Knock-IN (+)"
780,"B8",1.129,"Strain_B","Knock-IN (+)"
780,"B9",1.031,"Strain_B","Knock-IN (+)"
780,"B10",1.047,"Strain_B","Knock-IN (+)"
780,"B11",1.168,"Strain_B","Knock-IN (+)"
780,"B12",1.086,"Strain_B","Knock-IN (+)"
780,"C1",0.304,"Strain_C","Knock-OUT (-)"
780,"C2",1.013,"Strain_C","Knock-OUT (-)"
780,"C3",1.132,"Strain_C","Knock-OUT (-)"
780,"C4",0.304,"Strain_C","Knock-OUT (-)"
780,"C5",0.919,"Strain_C","Knock-OUT (-)"
780,"C6",0.369,"Strain_C","Knock-OUT (-)"
780,"C7",0.952,"Strain_C","Knock-IN (+)"
780,"C8",1.129,"Strain_C","Knock-IN (+)"
780,"C9",0.969,"Strain_C","Knock-IN (+)"
780,"C10",0.903,"Strain_C","Knock-IN (+)"
780,"C11",1.086,"Strain_C","Knock-IN (+)"
780,"C12",1.132,"Strain_C","Knock-IN (+)"
795,"A1",1.175,"Strain_A","Knock-OUT (-)"
795,"A2",0.93,"Strain_A","Knock-OUT (-)"
795,"A3",1.047,"Strain_A","Knock-OUT (-)"
795,"A4",0.63,"Strain_A","Knock-OUT (-)"
795,"A5",1.012,"Strain_A","Knock-OUT (-)"
795,"A6",1.091,"Strain_A","Knock-OUT (-)"
795,"A7",1.012,"Strain_A","Knock-IN (+)"
795,"A8",1.074,"Strain_A","Knock-IN (+)"
795,"A9",1.091,"Strain_A","Knock-IN (+)"
795,"A10",1.047,"Strain_A","Knock-IN (+)"
795,"A11",1.171,"Strain_A","Knock-IN (+)"
795,"A12",1.183,"Strain_A","Knock-IN (+)"
795,"B1",0.409,"Strain_B","Knock-OUT (-)"
795,"B2",1.032,"Strain_B","Knock-OUT (-)"
795,"B3",0.766,"Strain_B","Knock-OUT (-)"
795,"B4",1.187,"Strain_B","Knock-OUT (-)"
795,"B5",1.173,"Strain_B","Knock-OUT (-)"
795,"B6",1.04,"Strain_B","Knock-OUT (-)"
795,"B7",0.96,"Strain_B","Knock-IN (+)"
795,"B8",1.14,"Strain_B","Knock-IN (+)"
795,"B9",1.037,"Strain_B","Knock-IN (+)"
795,"B10",1.055,"Strain_B","Knock-IN (+)"
795,"B11",1.175,"Strain_B","Knock-IN (+)"
795,"B12",1.097,"Strain_B","Knock-IN (+)"
795,"C1",0.327,"Strain_C","Knock-OUT (-)"
795,"C2",1.018,"Strain_C","Knock-OUT (-)"
795,"C3",1.142,"Strain_C","Knock-OUT (-)"
795,"C4",0.327,"Strain_C","Knock-OUT (-)"
795,"C5",0.93,"Strain_C","Knock-OUT (-)"
795,"C6",0.395,"Strain_C","Knock-OUT (-)"
795,"C7",0.96,"Strain_C","Knock-IN (+)"
795,"C8",1.14,"Strain_C","Knock-IN (+)"
795,"C9",0.974,"Strain_C","Knock-IN (+)"
795,"C10",0.915,"Strain_C","Knock-IN (+)"
795,"C11",1.097,"Strain_C","Knock-IN (+)"
795,"C12",1.142,"Strain_C","Knock-IN (+)"
810,"A1",1.181,"Strain_A","Knock-OUT (-)"
810,"A2",0.939,"Strain_A","Knock-OUT (-)"
810,"A3",1.055,"Strain_A","Knock-OUT (-)"
810,"A4",0.657,"Strain_A","Knock-OUT (-)"
810,"A5",1.016,"Strain_A","Knock-OUT (-)"
810,"A6",1.102,"Strain_A","Knock-OUT (-)"
810,"A7",1.017,"Strain_A","Knock-IN (+)"
810,"A8",1.085,"Strain_A","Knock-IN (+)"
810,"A9",1.102,"Strain_A","Knock-IN (+)"
810,"A10",1.055,"Strain_A","Knock-IN (+)"
810,"A11",1.177,"Strain_A","Knock-IN (+)"
810,"A12",1.188,"Strain_A","Knock-IN (+)"
810,"B1",0.435,"Strain_B","Knock-OUT (-)"
810,"B2",1.038,"Strain_B","Knock-OUT (-)"
